age_bin,gender_bin,race_bin,educ_bin,count,fips
18-29,Female,Black,Postgraduate,554,10
18-29,Female,Black,Some college,7761,10
18-29,Female,Hispanic,College degree,685,10
18-29,Female,Hispanic,H.S. or less,4431,10
18-29,Female,Hispanic,Postgraduate,201,10
18-29,Female,Hispanic,Some college,2940,10
18-29,Female,Other,College degree,558,10
18-29,Female,Other,H.S. or less,2419,10
18-29,Female,Other,Postgraduate,89,10
18-29,Female,Other,Some college,1282,10
18-29,Female,White,College degree,8397,10
18-29,Female,White,H.S. or less,13144,10
18-29,Female,White,Postgraduate,2724,10
18-29,Female,White,Some college,15836,10
18-29,Male,Asian,College degree,1046,10
18-29,Male,Asian,H.S. or less,775,10
18-29,Male,Asian,Postgraduate,683,10
18-29,Male,Asian,Some college,963,10
18-29,Male,Black,College degree,1251,10
18-29,Male,Black,H.S. or less,11251,10
18-29,Male,Black,Postgraduate,163,10
18-29,Male,Black,Some college,5918,10
18-29,Male,Hispanic,College degree,570,10
18-29,Male,Hispanic,H.S. or less,5377,10
18-29,Male,Hispanic,Postgraduate,165,10
18-29,Male,Hispanic,Some college,2657,10
18-29,Male,Other,College degree,369,10
18-29,Male,Other,H.S. or less,1609,10
18-29,Male,Other,Postgraduate,73,10
18-29,Male,Other,Some college,1172,10
18-29,Male,White,College degree,7089,10
18-29,Male,White,H.S. or less,17661,10
18-29,Male,White,Postgraduate,1427,10
18-29,Male,White,Some college,14936,10
30-44,Female,Asian,College degree,1588,10
30-44,Female,Asian,H.S. or less,928,10
30-44,Female,Asian,Postgraduate,1709,10
30-44,Female,Asian,Some college,980,10
30-44,Female,Black,College degree,3224,10
30-44,Female,Black,H.S. or less,8064,10
30-44,Female,Black,Postgraduate,2574,10
30-44,Female,Black,Some college,7289,10
30-44,Female,Hispanic,College degree,930,10
30-44,Female,Hispanic,H.S. or less,6249,10
30-44,Female,Hispanic,Postgraduate,659,10
30-44,Female,Hispanic,Some college,1878,10
30-44,Female,Other,College degree,588,10
30-44,Female,Other,H.S. or less,575,10
30-44,Female,Other,Postgraduate,281,10
30-44,Female,Other,Some college,671,10
30-44,Female,White,College degree,12983,10
30-44,Female,White,H.S. or less,13046,10
30-44,Female,White,Postgraduate,10046,10
30-44,Female,White,Some college,14075,10
30-44,Male,Asian,College degree,1539,10
30-44,Male,Asian,H.S. or less,925,10
30-44,Male,Asian,Postgraduate,2603,10
30-44,Male,Asian,Some college,430,10
30-44,Male,Black,College degree,2477,10
30-44,Male,Black,H.S. or less,8585,10
30-44,Male,Black,Postgraduate,1359,10
30-44,Male,Black,Some college,6274,10
30-44,Male,Hispanic,College degree,849,10
30-44,Male,Hispanic,H.S. or less,7921,10
30-44,Male,Hispanic,Postgraduate,735,10
30-44,Male,Hispanic,Some college,1497,10
30-44,Male,Other,College degree,283,10
30-44,Male,Other,H.S. or less,706,10
30-44,Male,Other,Postgraduate,199,10
30-44,Male,Other,Some college,843,10
30-44,Male,White,College degree,10788,10
30-44,Male,White,H.S. or less,19641,10
30-44,Male,White,Postgraduate,5526,10
30-44,Male,White,Some college,12862,10
45-64,Female,Asian,College degree,1015,10
45-64,Female,Asian,H.S. or less,1709,10
45-64,Female,Asian,Postgraduate,1198,10
45-64,Female,Asian,Some college,652,10
45-64,Female,Black,College degree,4553,10
45-64,Female,Black,H.S. or less,12519,10
45-64,Female,Black,Postgraduate,3632,10
45-64,Female,Black,Some college,9248,10
45-64,Female,Hispanic,College degree,1195,10
45-64,Female,Hispanic,H.S. or less,4400,10
45-64,Female,Hispanic,Postgraduate,605,10
45-64,Female,Hispanic,Some college,1463,10
45-64,Female,Other,College degree,492,10
45-64,Female,Other,H.S. or less,857,10
45-64,Female,Other,Postgraduate,396,10
45-64,Female,Other,Some college,902,10
45-64,Female,White,College degree,20164,10
45-64,Female,White,H.S. or less,30745,10
45-64,Female,White,Postgraduate,13705,10
45-64,Female,White,Some college,26215,10
45-64,Male,Asian,College degree,1002,10
45-64,Male,Asian,H.S. or less,668,10
45-64,Male,Asian,Postgraduate,1956,10
45-64,Male,Asian,Some college,542,10
45-64,Male,Black,College degree,2443,10
45-64,Male,Black,H.S. or less,13892,10
45-64,Male,Black,Postgraduate,2190,10
45-64,Male,Black,Some college,6164,10
45-64,Male,Hispanic,College degree,453,10
45-64,Male,Hispanic,H.S. or less,5203,10
45-64,Male,Hispanic,Postgraduate,750,10
45-64,Male,Hispanic,Some college,1592,10
45-64,Male,Other,College degree,357,10
45-64,Male,Other,H.S. or less,783,10
45-64,Male,Other,Postgraduate,311,10
45-64,Male,Other,Some college,470,10
45-64,Male,White,College degree,16963,10
45-64,Male,White,H.S. or less,34641,10
45-64,Male,White,Postgraduate,9905,10
45-64,Male,White,Some college,21674,10
65+,Female,Asian,College degree,404,10
65+,Female,Asian,H.S. or less,1133,10
65+,Female,Asian,Postgraduate,707,10
65+,Female,Asian,Some college,294,10
65+,Female,Black,College degree,1805,10
65+,Female,Black,H.S. or less,7827,10
65+,Female,Black,Postgraduate,1375,10
65+,Female,Black,Some college,4179,10
65+,Female,Hispanic,College degree,154,10
65+,Female,Hispanic,H.S. or less,1854,10
65+,Female,Hispanic,Postgraduate,228,10
65+,Female,Hispanic,Some college,436,10
65+,Female,Other,College degree,557,10
65+,Female,Other,H.S. or less,669,10
65+,Female,Other,Postgraduate,152,10
65+,Female,Other,Some college,433,10
65+,Female,White,College degree,12039,10
65+,Female,White,H.S. or less,35024,10
65+,Female,White,Postgraduate,9085,10
65+,Female,White,Some college,22442,10
65+,Male,Asian,College degree,303,10
65+,Male,Asian,H.S. or less,605,10
65+,Male,Asian,Postgraduate,632,10
65+,Male,Asian,Some college,131,10
65+,Male,Black,College degree,1356,10
65+,Male,Black,H.S. or less,5893,10
65+,Male,Black,Postgraduate,842,10
65+,Male,Black,Some college,2406,10
65+,Male,Hispanic,College degree,204,10
65+,Male,Hispanic,H.S. or less,1410,10
65+,Male,Hispanic,Postgraduate,135,10
65+,Male,Hispanic,Some college,417,10
65+,Male,Other,College degree,432,10
65+,Male,Other,H.S. or less,528,10
65+,Male,Other,Postgraduate,995,10
65+,Male,Other,Some college,244,10
65+,Male,White,College degree,12933,10
65+,Male,White,H.S. or less,23763,10
65+,Male,White,Postgraduate,11769,10
65+,Male,White,Some college,16115,10
18-29,Female,Asian,College degree,1829,11
18-29,Female,Asian,H.S. or less,627,11
18-29,Female,Asian,Postgraduate,1379,11
18-29,Female,Asian,Some college,1237,11
18-29,Female,Black,College degree,6208,11
18-29,Female,Black,H.S. or less,12971,11
18-29,Female,Black,Postgraduate,1746,11
18-29,Female,Black,Some college,10997,11
18-29,Female,Hispanic,College degree,2398,11
18-29,Female,Hispanic,H.S. or less,1808,11
18-29,Female,Hispanic,Postgraduate,1135,11
18-29,Female,Hispanic,Some college,2559,11
18-29,Female,Other,College degree,1248,11
18-29,Female,Other,H.S. or less,578,11
18-29,Female,Other,Postgraduate,640,11
18-29,Female,Other,Some college,475,11
18-29,Female,White,College degree,18750,11
18-29,Female,White,H.S. or less,2206,11
18-29,Female,White,Postgraduate,8357,11
18-29,Female,White,Some college,8220,11
18-29,Male,Asian,College degree,1224,11
18-29,Male,Asian,H.S. or less,378,11
18-29,Male,Asian,Postgraduate,841,11
18-29,Male,Asian,Some college,1029,11
18-29,Male,Black,College degree,3959,11
18-29,Male,Black,H.S. or less,14730,11
18-29,Male,Black,Postgraduate,1120,11
18-29,Male,Black,Some college,7523,11
18-29,Male,Hispanic,College degree,2057,11
18-29,Male,Hispanic,H.S. or less,3156,11
18-29,Male,Hispanic,Postgraduate,517,11
18-29,Male,Hispanic,Some college,2301,11
18-29,Male,Other,College degree,795,11
18-29,Male,Other,H.S. or less,663,11
18-29,Male,Other,Postgraduate,402,11
18-29,Male,Other,Some college,493,11
18-29,Male,White,College degree,14828,11
18-29,Male,White,H.S. or less,2277,11
18-29,Male,White,Postgraduate,6644,11
18-29,Male,White,Some college,6661,11
30-44,Female,Asian,College degree,1676,11
30-44,Female,Asian,H.S. or less,258,11
30-44,Female,Asian,Postgraduate,4265,11
30-44,Female,Asian,Some college,146,11
30-44,Female,Black,College degree,5863,11
30-44,Female,Black,H.S. or less,11592,11
30-44,Female,Black,Postgraduate,7113,11
30-44,Female,Black,Some college,9210,11
30-44,Female,Hispanic,College degree,1979,11
30-44,Female,Hispanic,H.S. or less,3995,11
30-44,Female,Hispanic,Postgraduate,3514,11
30-44,Female,Hispanic,Some college,1023,11
30-44,Female,Other,College degree,996,11
30-44,Female,Other,H.S. or less,146,11
30-44,Female,Other,Postgraduate,1967,11
30-44,Female,Other,Some college,171,11
30-44,Female,White,College degree,13144,11
30-44,Female,White,H.S. or less,401,11
30-44,Female,White,Postgraduate,27620,11
30-44,Female,White,Some college,1046,11
30-44,Male,Asian,College degree,1526,11
30-44,Male,Asian,H.S. or less,105,11
30-44,Male,Asian,Postgraduate,2402,11
30-44,Male,Asian,Some college,185,11
30-44,Male,Black,College degree,5400,11
30-44,Male,Black,H.S. or less,12434,11
30-44,Male,Black,Postgraduate,3156,11
30-44,Male,Black,Some college,7222,11
30-44,Male,Hispanic,College degree,2242,11
30-44,Male,Hispanic,H.S. or less,4569,11
30-44,Male,Hispanic,Postgraduate,3698,11
30-44,Male,Hispanic,Some college,1370,11
30-44,Male,Other,College degree,883,11
30-44,Male,Other,H.S. or less,330,11
30-44,Male,Other,Postgraduate,1409,11
30-44,Male,Other,Some college,266,11
30-44,Male,White,College degree,14769,11
30-44,Male,White,H.S. or less,813,11
30-44,Male,White,Postgraduate,26363,11
30-44,Male,White,Some college,1919,11
45-64,Female,Asian,College degree,743,11
45-64,Female,Asian,H.S. or less,479,11
45-64,Female,Asian,Postgraduate,1242,11
45-64,Female,Asian,Some college,237,11
45-64,Female,Black,College degree,5729,11
45-64,Female,Black,H.S. or less,17983,11
45-64,Female,Black,Postgraduate,6154,11
45-64,Female,Black,Some college,12530,11
45-64,Female,Hispanic,College degree,843,11
45-64,Female,Hispanic,H.S. or less,3184,11
45-64,Female,Hispanic,Postgraduate,1743,11
45-64,Female,Hispanic,Some college,851,11
45-64,Female,Other,College degree,455,11
45-64,Female,Other,H.S. or less,442,11
45-64,Female,Other,Postgraduate,608,11
45-64,Female,Other,Some college,482,11
45-64,Female,White,College degree,6006,11
45-64,Female,White,H.S. or less,570,11
45-64,Female,White,Postgraduate,12520,11
45-64,Female,White,Some college,1532,11
45-64,Male,Asian,College degree,358,11
45-64,Male,Asian,H.S. or less,397,11
45-64,Male,Asian,Postgraduate,1137,11
45-64,Male,Asian,Some college,187,11
45-64,Male,Black,College degree,3881,11
45-64,Male,Black,H.S. or less,17871,11
45-64,Male,Black,Postgraduate,3322,11
45-64,Male,Black,Some college,9495,11
45-64,Male,Hispanic,College degree,937,11
45-64,Male,Hispanic,H.S. or less,3404,11
45-64,Male,Hispanic,Postgraduate,2249,11
45-64,Male,Hispanic,Some college,894,11
45-64,Male,Other,College degree,432,11
45-64,Male,Other,H.S. or less,353,11
45-64,Male,Other,Postgraduate,526,11
45-64,Male,Other,Some college,461,11
45-64,Male,White,College degree,7636,11
45-64,Male,White,H.S. or less,1049,11
45-64,Male,White,Postgraduate,14910,11
45-64,Male,White,Some college,2063,11
65+,Female,Asian,College degree,652,11
65+,Female,Asian,H.S. or less,295,11
65+,Female,Asian,Postgraduate,242,11
65+,Female,Asian,Some college,236,11
65+,Female,Black,College degree,2856,11
65+,Female,Black,H.S. or less,15592,11
65+,Female,Black,Postgraduate,3645,11
65+,Female,Black,Some college,7858,11
65+,Female,Hispanic,College degree,259,11
65+,Female,Hispanic,H.S. or less,1303,11
65+,Female,Hispanic,Postgraduate,373,11
65+,Female,Hispanic,Some college,887,11
65+,Female,Other,College degree,338,11
65+,Female,Other,H.S. or less,278,11
65+,Female,Other,Postgraduate,189,11
65+,Female,Other,Some college,251,11
65+,Female,White,College degree,4929,11
65+,Female,White,H.S. or less,1298,11
65+,Female,White,Postgraduate,7450,11
65+,Female,White,Some college,1904,11
65+,Male,Asian,College degree,80,11
65+,Male,Asian,H.S. or less,196,11
65+,Male,Asian,Postgraduate,387,11
65+,Male,Asian,Some college,188,11
65+,Male,Black,College degree,2007,11
65+,Male,Black,H.S. or less,8815,11
65+,Male,Black,Postgraduate,2910,11
65+,Male,Black,Some college,3929,11
65+,Male,Hispanic,College degree,184,11
65+,Male,Hispanic,H.S. or less,783,11
65+,Male,Hispanic,Postgraduate,450,11
65+,Male,Hispanic,Some college,271,11
65+,Male,Other,College degree,67,11
65+,Male,Other,H.S. or less,128,11
65+,Male,Other,Postgraduate,84,11
65+,Male,Other,Some college,388,11
65+,Male,White,College degree,2837,11
65+,Male,White,H.S. or less,911,11
65+,Male,White,Postgraduate,9649,11
65+,Male,White,Some college,927,11
18-29,Female,Asian,College degree,14014,12
18-29,Female,Asian,H.S. or less,10104,12
18-29,Female,Asian,Postgraduate,6240,12
18-29,Female,Asian,Some college,17733,12
18-29,Female,Black,College degree,36081,12
18-29,Female,Black,H.S. or less,130140,12
18-29,Female,Black,Postgraduate,7767,12
18-29,Female,Black,Some college,132704,12
18-29,Female,Hispanic,College degree,66047,12
18-29,Female,Hispanic,H.S. or less,180899,12
18-29,Female,Hispanic,Postgraduate,15536,12
18-29,Female,Hispanic,Some college,183434,12
18-29,Female,Other,College degree,9481,12
18-29,Female,Other,H.S. or less,18236,12
18-29,Female,Other,Postgraduate,2541,12
18-29,Female,Other,Some college,24812,12
18-29,Female,White,College degree,146385,12
18-29,Female,White,H.S. or less,225245,12
18-29,Female,White,Postgraduate,35132,12
18-29,Female,White,Some college,282304,12
18-29,Male,Asian,College degree,12580,12
18-29,Male,Asian,H.S. or less,12677,12
18-29,Male,Asian,Postgraduate,5321,12
18-29,Male,Asian,Some college,17757,12
18-29,Male,Black,College degree,25814,12
18-29,Male,Black,H.S. or less,166565,12
18-29,Male,Black,Postgraduate,4051,12
18-29,Male,Black,Some college,111030,12
18-29,Male,Hispanic,College degree,49961,12
18-29,Male,Hispanic,H.S. or less,245383,12
18-29,Male,Hispanic,Postgraduate,9818,12
18-29,Male,Hispanic,Some college,174778,12
18-29,Male,Other,College degree,6949,12
18-29,Male,Other,H.S. or less,23883,12
18-29,Male,Other,Postgraduate,1337,12
18-29,Male,Other,Some college,20337,12
18-29,Male,White,College degree,113907,12
18-29,Male,White,H.S. or less,311622,12
18-29,Male,White,Postgraduate,23176,12
18-29,Male,White,Some college,275229,12
30-44,Female,Asian,College degree,24775,12
30-44,Female,Asian,H.S. or less,16901,12
30-44,Female,Asian,Postgraduate,21728,12
30-44,Female,Asian,Some college,14368,12
30-44,Female,Black,College degree,56149,12
30-44,Female,Black,H.S. or less,130371,12
30-44,Female,Black,Postgraduate,34975,12
30-44,Female,Black,Some college,123349,12
30-44,Female,Hispanic,College degree,131918,12
30-44,Female,Hispanic,H.S. or less,232700,12
30-44,Female,Hispanic,Postgraduate,63339,12
30-44,Female,Hispanic,Some college,180224,12
30-44,Female,Other,College degree,12703,12
30-44,Female,Other,H.S. or less,11322,12
30-44,Female,Other,Postgraduate,7077,12
30-44,Female,Other,Some college,18350,12
30-44,Female,White,College degree,239336,12
30-44,Female,White,H.S. or less,225652,12
30-44,Female,White,Postgraduate,134700,12
30-44,Female,White,Some college,282483,12
30-44,Male,Asian,College degree,18859,12
30-44,Male,Asian,H.S. or less,13113,12
30-44,Male,Asian,Postgraduate,20113,12
30-44,Male,Asian,Some college,12736,12
30-44,Male,Black,College degree,40651,12
30-44,Male,Black,H.S. or less,164841,12
30-44,Male,Black,Postgraduate,16322,12
30-44,Male,Black,Some college,97356,12
30-44,Male,Hispanic,College degree,98782,12
30-44,Male,Hispanic,H.S. or less,325372,12
30-44,Male,Hispanic,Postgraduate,49835,12
30-44,Male,Hispanic,Some college,161957,12
30-44,Male,Other,College degree,10537,12
30-44,Male,Other,H.S. or less,15269,12
30-44,Male,Other,Postgraduate,5670,12
30-44,Male,Other,Some college,16161,12
30-44,Male,White,College degree,207883,12
30-44,Male,White,H.S. or less,307934,12
30-44,Male,White,Postgraduate,105213,12
30-44,Male,White,Some college,273569,12
45-64,Female,Asian,College degree,24900,12
45-64,Female,Asian,H.S. or less,32702,12
45-64,Female,Asian,Postgraduate,13348,12
45-64,Female,Asian,Some college,16735,12
45-64,Female,Black,College degree,53951,12
45-64,Female,Black,H.S. or less,191517,12
45-64,Female,Black,Postgraduate,35596,12
45-64,Female,Black,Some college,131086,12
45-64,Female,Hispanic,College degree,124613,12
45-64,Female,Hispanic,H.S. or less,309470,12
45-64,Female,Hispanic,Postgraduate,63027,12
45-64,Female,Hispanic,Some college,195696,12
45-64,Female,Other,College degree,10290,12
45-64,Female,Other,H.S. or less,19270,12
45-64,Female,Other,Postgraduate,6052,12
45-64,Female,Other,Some college,20849,12
45-64,Female,White,College degree,346541,12
45-64,Female,White,H.S. or less,528717,12
45-64,Female,White,Postgraduate,190809,12
45-64,Female,White,Some college,571251,12
45-64,Male,Asian,College degree,17732,12
45-64,Male,Asian,H.S. or less,21232,12
45-64,Male,Asian,Postgraduate,15337,12
45-64,Male,Asian,Some college,14052,12
45-64,Male,Black,College degree,37767,12
45-64,Male,Black,H.S. or less,202614,12
45-64,Male,Black,Postgraduate,20071,12
45-64,Male,Black,Some college,97508,12
45-64,Male,Hispanic,College degree,105521,12
45-64,Male,Hispanic,H.S. or less,322107,12
45-64,Male,Hispanic,Postgraduate,60949,12
45-64,Male,Hispanic,Some college,161718,12
45-64,Male,Other,College degree,8566,12
45-64,Male,Other,H.S. or less,18293,12
45-64,Male,Other,Postgraduate,6310,12
45-64,Male,Other,Some college,14038,12
45-64,Male,White,College degree,326300,12
45-64,Male,White,H.S. or less,574790,12
45-64,Male,White,Postgraduate,186698,12
45-64,Male,White,Some college,475296,12
65+,Female,Asian,College degree,10947,12
65+,Female,Asian,H.S. or less,25619,12
65+,Female,Asian,Postgraduate,5481,12
65+,Female,Asian,Some college,8365,12
65+,Female,Black,College degree,19987,12
65+,Female,Black,H.S. or less,127104,12
65+,Female,Black,Postgraduate,16454,12
65+,Female,Black,Some college,49676,12
65+,Female,Hispanic,College degree,44323,12
65+,Female,Hispanic,H.S. or less,253500,12
65+,Female,Hispanic,Postgraduate,21748,12
65+,Female,Hispanic,Some college,68565,12
65+,Female,Other,College degree,3556,12
65+,Female,Other,H.S. or less,14251,12
65+,Female,Other,Postgraduate,3130,12
65+,Female,Other,Some college,7846,12
65+,Female,White,College degree,264034,12
65+,Female,White,H.S. or less,735918,12
65+,Female,White,Postgraduate,192495,12
65+,Female,White,Some college,514822,12
65+,Male,Asian,College degree,8342,12
65+,Male,Asian,H.S. or less,12157,12
65+,Male,Asian,Postgraduate,8315,12
65+,Male,Asian,Some college,6291,12
65+,Male,Black,College degree,13734,12
65+,Male,Black,H.S. or less,94247,12
65+,Male,Black,Postgraduate,12059,12
65+,Male,Black,Some college,36019,12
65+,Male,Hispanic,College degree,34998,12
65+,Male,Hispanic,H.S. or less,164314,12
65+,Male,Hispanic,Postgraduate,24494,12
65+,Male,Hispanic,Some college,52035,12
65+,Male,Other,College degree,3785,12
65+,Male,Other,H.S. or less,9445,12
65+,Male,Other,Postgraduate,2704,12
65+,Male,Other,Some college,7483,12
65+,Male,White,College degree,307775,12
65+,Male,White,H.S. or less,485699,12
65+,Male,White,Postgraduate,262067,12
65+,Male,White,Some college,414028,12
18-29,Female,Asian,College degree,11747,13
18-29,Female,Asian,H.S. or less,7199,13
18-29,Female,Asian,Postgraduate,5169,13
18-29,Female,Asian,Some college,12442,13
18-29,Female,Black,College degree,43926,13
18-29,Female,Black,H.S. or less,123576,13
18-29,Female,Black,Postgraduate,10716,13
18-29,Female,Black,Some college,137869,13
18-29,Female,Hispanic,College degree,10605,13
18-29,Female,Hispanic,H.S. or less,48143,13
18-29,Female,Hispanic,Postgraduate,1402,13
18-29,Female,Hispanic,Some college,29669,13
18-29,Female,Other,College degree,4960,13
18-29,Female,Other,H.S. or less,9415,13
18-29,Female,Other,Postgraduate,1272,13
18-29,Female,Other,Some college,13498,13
18-29,Female,White,College degree,85192,13
18-29,Female,White,H.S. or less,136119,13
18-29,Female,White,Postgraduate,21418,13
18-29,Female,White,Some college,160666,13
18-29,Male,Asian,College degree,10996,13
18-29,Male,Asian,H.S. or less,9121,13
18-29,Male,Asian,Postgraduate,4197,13
18-29,Male,Asian,Some college,12680,13
18-29,Male,Black,College degree,30132,13
18-29,Male,Black,H.S. or less,161992,13
18-29,Male,Black,Postgraduate,4468,13
18-29,Male,Black,Some college,107448,13
18-29,Male,Hispanic,College degree,8049,13
18-29,Male,Hispanic,H.S. or less,64651,13
18-29,Male,Hispanic,Postgraduate,920,13
18-29,Male,Hispanic,Some college,28550,13
18-29,Male,Other,College degree,4458,13
18-29,Male,Other,H.S. or less,12572,13
18-29,Male,Other,Postgraduate,773,13
18-29,Male,Other,Some college,10619,13
18-29,Male,White,College degree,70227,13
18-29,Male,White,H.S. or less,187183,13
18-29,Male,White,Postgraduate,14422,13
18-29,Male,White,Some college,150676,13
30-44,Female,Asian,College degree,20418,13
30-44,Female,Asian,H.S. or less,10858,13
30-44,Female,Asian,Postgraduate,20424,13
30-44,Female,Asian,Some college,8845,13
30-44,Female,Black,College degree,65602,13
30-44,Female,Black,H.S. or less,113537,13
30-44,Female,Black,Postgraduate,55140,13
30-44,Female,Black,Some college,136328,13
30-44,Female,Hispanic,College degree,14930,13
30-44,Female,Hispanic,H.S. or less,68550,13
30-44,Female,Hispanic,Postgraduate,7031,13
30-44,Female,Hispanic,Some college,21476,13
30-44,Female,Other,College degree,7007,13
30-44,Female,Other,H.S. or less,6584,13
30-44,Female,Other,Postgraduate,4806,13
30-44,Female,Other,Some college,9227,13
30-44,Female,White,College degree,134809,13
30-44,Female,White,H.S. or less,128804,13
30-44,Female,White,Postgraduate,89643,13
30-44,Female,White,Some college,153118,13
30-44,Male,Asian,College degree,17277,13
30-44,Male,Asian,H.S. or less,9632,13
30-44,Male,Asian,Postgraduate,20255,13
30-44,Male,Asian,Some college,7151,13
30-44,Male,Black,College degree,44219,13
30-44,Male,Black,H.S. or less,148272,13
30-44,Male,Black,Postgraduate,22198,13
30-44,Male,Black,Some college,95112,13
30-44,Male,Hispanic,College degree,12060,13
30-44,Male,Hispanic,H.S. or less,90603,13
30-44,Male,Hispanic,Postgraduate,5569,13
30-44,Male,Hispanic,Some college,20611,13
30-44,Male,Other,College degree,6405,13
30-44,Male,Other,H.S. or less,7365,13
30-44,Male,Other,Postgraduate,3205,13
30-44,Male,Other,Some college,7174,13
30-44,Male,White,College degree,121278,13
30-44,Male,White,H.S. or less,175411,13
30-44,Male,White,Postgraduate,62751,13
30-44,Male,White,Some college,141126,13
45-64,Female,Asian,College degree,15335,13
45-64,Female,Asian,H.S. or less,20748,13
45-64,Female,Asian,Postgraduate,11203,13
45-64,Female,Asian,Some college,9426,13
45-64,Female,Black,College degree,71044,13
45-64,Female,Black,H.S. or less,168132,13
45-64,Female,Black,Postgraduate,55169,13
45-64,Female,Black,Some college,152221,13
45-64,Female,Hispanic,College degree,12810,13
45-64,Female,Hispanic,H.S. or less,46486,13
45-64,Female,Hispanic,Postgraduate,6799,13
45-64,Female,Hispanic,Some college,16893,13
45-64,Female,Other,College degree,5296,13
45-64,Female,Other,H.S. or less,8246,13
45-64,Female,Other,Postgraduate,3350,13
45-64,Female,Other,Some college,9734,13
45-64,Female,White,College degree,176282,13
45-64,Female,White,H.S. or less,261986,13
45-64,Female,White,Postgraduate,112133,13
45-64,Female,White,Some college,234380,13
45-64,Male,Asian,College degree,13395,13
45-64,Male,Asian,H.S. or less,15347,13
45-64,Male,Asian,Postgraduate,13692,13
45-64,Male,Asian,Some college,8017,13
45-64,Male,Black,College degree,48427,13
45-64,Male,Black,H.S. or less,181635,13
45-64,Male,Black,Postgraduate,29649,13
45-64,Male,Black,Some college,105234,13
45-64,Male,Hispanic,College degree,11291,13
45-64,Male,Hispanic,H.S. or less,57790,13
45-64,Male,Hispanic,Postgraduate,7414,13
45-64,Male,Hispanic,Some college,15754,13
45-64,Male,Other,College degree,4858,13
45-64,Male,Other,H.S. or less,8801,13
45-64,Male,Other,Postgraduate,2611,13
45-64,Male,Other,Some college,6818,13
45-64,Male,White,College degree,171243,13
45-64,Male,White,H.S. or less,290719,13
45-64,Male,White,Postgraduate,100325,13
45-64,Male,White,Some college,198139,13
65+,Female,Asian,College degree,4284,13
65+,Female,Asian,H.S. or less,13062,13
65+,Female,Asian,Postgraduate,2072,13
65+,Female,Asian,Some college,3277,13
65+,Female,Black,College degree,17616,13
65+,Female,Black,H.S. or less,120337,13
65+,Female,Black,Postgraduate,17734,13
65+,Female,Black,Some college,48507,13
65+,Female,Hispanic,College degree,2513,13
65+,Female,Hispanic,H.S. or less,13400,13
65+,Female,Hispanic,Postgraduate,2135,13
65+,Female,Hispanic,Some college,4373,13
65+,Female,Other,College degree,2254,13
65+,Female,Other,H.S. or less,6066,13
65+,Female,Other,Postgraduate,1168,13
65+,Female,Other,Some college,3368,13
65+,Female,White,College degree,76373,13
65+,Female,White,H.S. or less,274810,13
65+,Female,White,Postgraduate,60395,13
65+,Female,White,Some college,150592,13
65+,Male,Asian,College degree,4847,13
65+,Male,Asian,H.S. or less,6197,13
65+,Male,Asian,Postgraduate,3764,13
65+,Male,Asian,Some college,2413,13
65+,Male,Black,College degree,13062,13
65+,Male,Black,H.S. or less,79707,13
65+,Male,Black,Postgraduate,11106,13
65+,Male,Black,Some college,31820,13
65+,Male,Hispanic,College degree,2170,13
65+,Male,Hispanic,H.S. or less,10651,13
65+,Male,Hispanic,Postgraduate,1779,13
65+,Male,Hispanic,Some college,3513,13
65+,Male,Other,College degree,957,13
65+,Male,Other,H.S. or less,3925,13
65+,Male,Other,Postgraduate,1157,13
65+,Male,Other,Some college,2448,13
65+,Male,White,College degree,91903,13
65+,Male,White,H.S. or less,174876,13
65+,Male,White,Postgraduate,71738,13
65+,Male,White,Some college,116441,13
18-29,Female,Asian,College degree,7424,15
18-29,Female,Asian,H.S. or less,14430,15
18-29,Female,Asian,Postgraduate,1563,15
18-29,Female,Asian,Some college,17620,15
18-29,Female,Black,College degree,329,15
18-29,Female,Black,H.S. or less,575,15
18-29,Female,Black,Postgraduate,2,15
18-29,Female,Black,Some college,1363,15
18-29,Female,Hispanic,College degree,1977,15
18-29,Female,Hispanic,H.S. or less,6131,15
18-29,Female,Hispanic,Postgraduate,301,15
18-29,Female,Hispanic,Some college,6057,15
18-29,Female,Other,College degree,3456,15
18-29,Female,Other,H.S. or less,10441,15
18-29,Female,Other,Postgraduate,931,15
18-29,Female,Other,Some college,10859,15
18-29,Female,White,College degree,5543,15
18-29,Female,White,H.S. or less,4875,15
18-29,Female,White,Postgraduate,1584,15
18-29,Female,White,Some college,8137,15
18-29,Male,Asian,College degree,7288,15
18-29,Male,Asian,H.S. or less,20201,15
18-29,Male,Asian,Postgraduate,1040,15
18-29,Male,Asian,Some college,15322,15
18-29,Male,Black,College degree,195,15
18-29,Male,Black,H.S. or less,2500,15
18-29,Male,Black,Postgraduate,118,15
18-29,Male,Black,Some college,2177,15
18-29,Male,Hispanic,College degree,1034,15
18-29,Male,Hispanic,H.S. or less,9012,15
18-29,Male,Hispanic,Postgraduate,124,15
18-29,Male,Hispanic,Some college,6923,15
18-29,Male,Other,College degree,2640,15
18-29,Male,Other,H.S. or less,12195,15
18-29,Male,Other,Postgraduate,500,15
18-29,Male,Other,Some college,10067,15
18-29,Male,White,College degree,4138,15
18-29,Male,White,H.S. or less,12903,15
18-29,Male,White,Postgraduate,685,15
18-29,Male,White,Some college,11637,15
30-44,Female,Asian,College degree,18049,15
30-44,Female,Asian,H.S. or less,17044,15
